chr	start	stop	transcript_id	gene_name	gene_id	protein_id	transcript_biotype	gtf	exon_length	total_exon_length	exon_num	CCDS	status	avg_GTEx_TPM	appris	GTEx
17	43074331	43074521	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	191	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43070928	43071238	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	311	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43067608	43067695	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	88	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43063874	43063951	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	78	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43063333	43063373	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	41	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43057052	43057135	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	84	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43051063	43051117	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	55	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43049121	43049194	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	74	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43047643	43047703	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	61	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43045681	43045802	ENST00000471181	BRCA1	ENSG00000012048	ENSP00000418960	protein_coding	1	122	5652	23	CCDS11456.2	ALTERNATIVE:2	0.05	1	1
17	43124017	43124096	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	80	2163	21	not_in_appris	minor	5.93	0	1
17	43115726	43115779	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	54	2163	21	not_in_appris	minor	5.93	0	1
17	43106456	43106533	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	78	2163	21	not_in_appris	minor	5.93	0	1
17	43104868	43104956	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	89	2163	21	not_in_appris	minor	5.93	0	1
17	43104122	43104261	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	140	2163	21	not_in_appris	minor	5.93	0	1
17	43099775	43099880	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	106	2163	21	not_in_appris	minor	5.93	0	1
17	43097244	43097289	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	46	2163	21	not_in_appris	minor	5.93	0	1
17	43095846	43095922	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	77	2163	21	not_in_appris	minor	5.93	0	1
17	43090944	43091032	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	89	2163	21	not_in_appris	minor	5.93	0	1
17	43082404	43082575	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	172	2163	21	not_in_appris	minor	5.93	0	1
17	43076488	43076614	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	127	2163	21	not_in_appris	minor	5.93	0	1
17	43074331	43074521	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	191	2163	21	not_in_appris	minor	5.93	0	1
17	43070928	43071238	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	311	2163	21	not_in_appris	minor	5.93	0	1
17	43067608	43067695	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	88	2163	21	not_in_appris	minor	5.93	0	1
17	43063874	43063951	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	78	2163	21	not_in_appris	minor	5.93	0	1
17	43063333	43063373	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	41	2163	21	not_in_appris	minor	5.93	0	1
17	43057052	43057135	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	84	2163	21	not_in_appris	minor	5.93	0	1
17	43051063	43051117	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	55	2163	21	not_in_appris	minor	5.93	0	1
17	43049121	43049194	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	74	2163	21	not_in_appris	minor	5.93	0	1
17	43047643	43047703	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	61	2163	21	not_in_appris	minor	5.93	0	1
17	43045681	43045802	ENST00000352993	BRCA1	ENSG00000012048	ENSP00000312236	protein_coding	1	122	2163	21	not_in_appris	minor	5.93	0	1
17	43091435	43091824	ENST00000461574	BRCA1	ENSG00000012048	ENSP00000417241	protein_coding	1	390	726	4	not_in_appris	minor	2.27	0	1
17	43090944	43091032	ENST00000461574	BRCA1	ENSG00000012048	ENSP00000417241	protein_coding	1	89	726	4	not_in_appris	minor	2.27	0	1
17	43082404	43082575	ENST00000461574	BRCA1	ENSG00000012048	ENSP00000417241	protein_coding	1	172	726	4	not_in_appris	minor	2.27	0	1
17	43076537	43076611	ENST00000461574	BRCA1	ENSG00000012048	ENSP00000417241	protein_coding	1	75	726	4	not_in_appris	minor	2.27	0	1
13	32316461	32316527	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	67	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32319077	32319325	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	249	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32325076	32325184	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	109	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32326101	32326150	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	50	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32326242	32326282	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	41	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32326499	32326613	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	115	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32329443	32329492	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	50	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32330919	32331030	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	112	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32332272	32333387	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	1116	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32336265	32341196	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	4932	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32344558	32344653	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	96	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32346827	32346896	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	70	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32354861	32355288	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	428	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32356428	32356609	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	182	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32357742	32357929	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	188	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32362523	32362693	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	171	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32363179	32363533	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	355	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32370402	32370557	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	156	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32370956	32371100	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	145	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32376670	32376791	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	122	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32379317	32379515	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	199	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32379750	32379913	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	164	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32380007	32380145	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	139	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32394689	32394933	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	245	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32396898	32397044	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	147	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32398162	32398767	ENST00000544455	BRCA2	ENSG00000139618	ENSP00000439902	protein_coding	1	606	10254	26	CCDS9344.1	PRINCIPAL:1	0	1	1
13	32316461	32316527	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	67	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32319077	32319325	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	249	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32325076	32325184	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	109	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32326101	32326150	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	50	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32326242	32326282	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	41	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32326499	32326613	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	115	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32329443	32329492	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	50	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32330919	32331030	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	112	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32332272	32333387	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	1116	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32336265	32341196	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	4932	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32344558	32344653	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	96	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32346827	32346896	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	70	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32354861	32355288	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	428	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32356428	32356609	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	182	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32357742	32357929	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	188	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32362523	32362693	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	171	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32363179	32363533	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	355	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32370402	32370557	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	156	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32370956	32371100	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	145	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32376670	32376791	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	122	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32379317	32379515	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	199	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32379750	32379913	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	164	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32380007	32380145	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	139	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32394689	32394933	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	245	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32396898	32397044	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	147	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
13	32398162	32398767	ENST00000380152	BRCA2	ENSG00000139618	ENSP00000369497	protein_coding	1	606	10254	26	CCDS9344.1	PRINCIPAL:1	2.22	1	1
0	0	0	ENST00000533776	BRCA2	ENSG00000139618	not_in_gtf_and_biomart	processed_transcript	0	0	0	0	not_in_appris	minor	2.32	0	1
11	119206418	119206612	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	195	2586	15	-	ALTERNATIVE:2	0	1	1
11	119232448	119232695	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	248	2586	15	-	ALTERNATIVE:2	0	1	1
11	119271735	119271881	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	147	2586	15	-	ALTERNATIVE:2	0	1	1
11	119273868	119274024	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	157	2586	15	-	ALTERNATIVE:2	0	1	1
11	119274832	119274953	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	122	2586	15	-	ALTERNATIVE:2	0	1	1
11	119275997	119276134	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	138	2586	15	-	ALTERNATIVE:2	0	1	1
11	119277757	119277844	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	88	2586	15	-	ALTERNATIVE:2	0	1	1
11	119278166	119278297	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	132	2586	15	-	ALTERNATIVE:2	0	1	1
11	119278510	119278713	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	204	2586	15	-	ALTERNATIVE:2	0	1	1
11	119285189	119285566	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	378	2586	15	-	ALTERNATIVE:2	0	1	1
11	119287852	119287946	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	95	2586	15	-	ALTERNATIVE:2	0	1	1
11	119296918	119297034	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	117	2586	15	-	ALTERNATIVE:2	0	1	1
11	119297384	119297481	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	98	2586	15	-	ALTERNATIVE:2	0	1	1
11	119298358	119298540	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	183	2586	15	-	ALTERNATIVE:2	0	1	1
11	119299495	119299778	ENST00000634840	CBL	ENSG00000110395	ENSP00000489324	protein_coding	1	284	2586	15	-	ALTERNATIVE:2	0	1	1
11	119206418	119206612	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	195	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119232448	119232695	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	248	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119271735	119271881	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	147	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119273868	119274024	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	157	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119274832	119274953	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	122	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119275997	119276134	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	138	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119277757	119277844	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	88	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119278166	119278297	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	132	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119278510	119278713	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	204	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119284969	119285100	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	132	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119285189	119285566	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	378	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119287852	119287946	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	95	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119296918	119297034	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	117	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119297384	119297481	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	98	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119298358	119298540	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	183	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119299495	119299778	ENST00000264033	CBL	ENSG00000110395	ENSP00000264033	protein_coding	1	284	2718	16	CCDS8418.1	PRINCIPAL:2	12.89	1	1
11	119206418	119206612	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	195	2646	17	not_in_appris	minor	7.15	0	1
11	119232448	119232695	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	248	2646	17	not_in_appris	minor	7.15	0	1
11	119271735	119271881	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	147	2646	17	not_in_appris	minor	7.15	0	1
11	119273868	119274024	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	157	2646	17	not_in_appris	minor	7.15	0	1
11	119274832	119274953	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	122	2646	17	not_in_appris	minor	7.15	0	1
11	119275997	119276134	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	138	2646	17	not_in_appris	minor	7.15	0	1
11	119277757	119277844	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	88	2646	17	not_in_appris	minor	7.15	0	1
11	119278166	119278297	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	132	2646	17	not_in_appris	minor	7.15	0	1
11	119278510	119278713	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	204	2646	17	not_in_appris	minor	7.15	0	1
11	119284969	119285100	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	132	2646	17	not_in_appris	minor	7.15	0	1
11	119285189	119285566	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	378	2646	17	not_in_appris	minor	7.15	0	1
11	119287852	119287946	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	95	2646	17	not_in_appris	minor	7.15	0	1
11	119296918	119297034	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	117	2646	17	not_in_appris	minor	7.15	0	1
11	119297384	119297481	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	98	2646	17	not_in_appris	minor	7.15	0	1
11	119298358	119298540	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	183	2646	17	not_in_appris	minor	7.15	0	1
11	119299495	119299635	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	141	2646	17	not_in_appris	minor	7.15	0	1
11	119306288	119306358	ENST00000634586	CBL	ENSG00000110395	ENSP00000489218	protein_coding	1	71	2646	17	not_in_appris	minor	7.15	0	1
9	21974678	21974827	ENST00000498124	CDKN2A	ENSG00000147889	ENSP00000418915	protein_coding	1	150	501	3	CCDS56565.1	ALTERNATIVE:2	0.11	1	1
9	21970902	21971208	ENST00000498124	CDKN2A	ENSG00000147889	ENSP00000418915	protein_coding	1	307	501	3	CCDS56565.1	ALTERNATIVE:2	0.11	1	1
9	21968728	21968771	ENST00000498124	CDKN2A	ENSG00000147889	ENSP00000418915	protein_coding	1	44	501	3	CCDS56565.1	ALTERNATIVE:2	0.11	1	1
9	21974678	21974827	ENST00000304494	CDKN2A	ENSG00000147889	ENSP00000307101	protein_coding	1	150	468	3	CCDS6510.1	PRINCIPAL:4	0.03	1	1
9	21970902	21971208	ENST00000304494	CDKN2A	ENSG00000147889	ENSP00000307101	protein_coding	1	307	468	3	CCDS6510.1	PRINCIPAL:4	0.03	1	1
9	21968232	21968242	ENST00000304494	CDKN2A	ENSG00000147889	ENSP00000307101	protein_coding	1	11	468	3	CCDS6510.1	PRINCIPAL:4	0.03	1	1
0	0	0	ENST00000380150	CDKN2A	ENSG00000147889	protein_coding_not_in_gtf	protein_coding	0	0	0	0	not_in_appris	minor	1.53	0	1
0	0	0	ENST00000470819	CDKN2A	ENSG00000147889	not_in_gtf_and_biomart	retained_intron	0	0	0	0	not_in_appris	minor	1.16	0	1
9	21970902	21971205	ENST00000479692	CDKN2A	ENSG00000147889	ENSP00000466887	protein_coding	1	304	363	2	not_in_appris	minor	7.95	0	1
9	21969735	21969793	ENST00000479692	CDKN2A	ENSG00000147889	ENSP00000466887	protein_coding	1	59	363	2	not_in_appris	minor	7.95	0	1
9	21970894	21971205	ENST00000497750	CDKN2A	ENSG00000147889	ENSP00000468510	protein_coding	1	312	312	1	not_in_appris	minor	3.73	0	1
0	0	0	ENST00000577854	CDKN2A	ENSG00000147889	protein_coding_not_in_gtf	protein_coding	0	0	0	0	not_in_appris	minor	5.59	0	1
9	21970902	21971205	ENST00000578845	CDKN2A	ENSG00000147889	ENSP00000467390	protein_coding	1	304	315	2	not_in_appris	minor	5.31	0	1
9	21968232	21968242	ENST00000578845	CDKN2A	ENSG00000147889	ENSP00000467390	protein_coding	1	11	315	2	not_in_appris	minor	5.31	0	1
9	21994139	21994331	ENST00000579755	CDKN2A	ENSG00000147889	ENSP00000462950	protein_coding	1	193	396	2	not_in_appris	minor	1.22	0	1
9	21971006	21971208	ENST00000579755	CDKN2A	ENSG00000147889	ENSP00000462950	protein_coding	1	203	396	2	not_in_appris	minor	1.22	0	1
Y	24046069	24047688	ENST00000382407	CDY1B	ENSG00000172352	ENSP00000371844	protein_coding	1	1620	1620	1	CCDS35487.1	ALTERNATIVE:2	1.87	1	1
Y	24046097	24047688	ENST00000306882	CDY1B	ENSG00000172352	ENSP00000303178	protein_coding	1	1592	1662	2	CCDS35486.1	PRINCIPAL:4	0.54	1	1
Y	24045607	24045676	ENST00000306882	CDY1B	ENSG00000172352	ENSP00000303178	protein_coding	1	70	1662	2	CCDS35486.1	PRINCIPAL:4	0.54	1	1
Y	25622443	25624062	ENST00000361963	CDY1	ENSG00000172288	ENSP00000354799	protein_coding	1	1620	1620	1	CCDS14802.1	ALTERNATIVE:2	0.19	1	1
Y	25622443	25624034	ENST00000306609	CDY1	ENSG00000172288	ENSP00000302968	protein_coding	1	1592	1662	2	CCDS14801.1	PRINCIPAL:4	0.53	1	1
Y	25624455	25624524	ENST00000306609	CDY1	ENSG00000172288	ENSP00000302968	protein_coding	1	70	1662	2	CCDS14801.1	PRINCIPAL:4	0.53	1	1
3	41224069	41224081	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	13	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41224526	41224753	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	228	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41224954	41225207	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	254	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41225334	41225572	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	239	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41225660	41225861	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	202	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41227208	41227352	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	145	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41233341	41233444	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	104	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41233529	41233867	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	339	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41234139	41234297	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	159	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41235724	41235843	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	120	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41236349	41236499	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	151	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41236588	41236709	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	122	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41238016	41238076	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	61	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
3	41239134	41239339	ENST00000349496	CTNNB1	ENSG00000168036	ENSP00000344456	protein_coding	1	206	2343	14	CCDS2694.1	PRINCIPAL:4	24.04	1	1
