chr	start	stop	transcript_id	gene_name	gene_id	pfam_exons	pfam_id	info	transcript_num	total_exons	exon_size	avg_exon_size	total_nucleotides	proportion_total	total_transcript_num	transcript_proportion
14	95131509	95131639	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o | 14:95131509-95131639 - o	6	27	131	215.11	5808	3.50803017582431	6	1
14	95130058	95130192	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o	6	27	135	215.11	5808	3.50803017582431	6	1
14	95129472	95129632	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00270	14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o	6	27	161	215.11	5808	3.50803017582431	6	1
14	95126580	95126748	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	0	NA	14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o	6	27	169	215.11	5808	3.50803017582431	6	1
14	95124196	95124668	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00271	14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o	6	27	473	215.11	5808	3.50803017582431	6	1
14	95117622	95117754	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00271	14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o	6	27	133	215.11	5808	3.50803017582431	6	1
14	95116453	95116695	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00271	14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o	6	27	243	215.11	5808	3.50803017582431	6	1
14	95115667	95115821	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o	6	27	155	215.11	5808	3.50803017582431	6	1
14	95113092	95113224	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o	6	27	133	215.11	5808	3.50803017582431	6	1
14	95112172	95112247	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o	6	27	76	215.11	5808	3.50803017582431	6	1
14	95111317	95111456	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF03368	14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o	6	27	140	215.11	5808	3.50803017582431	6	1
14	95108324	95108503	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	0	NA	14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o	6	27	180	215.11	5808	3.50803017582431	6	1
14	95107880	95108093	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	0	NA	14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o	6	27	214	215.11	5808	3.50803017582431	6	1
14	95107608	95107761	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF02170	14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o	6	27	154	215.11	5808	3.50803017582431	6	1
14	95106041	95106223	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF02170	14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o	6	27	183	215.11	5808	3.50803017582431	6	1
14	95105678	95105783	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF02170	14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o	6	27	106	215.11	5808	3.50803017582431	6	1
14	95105071	95105246	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF02170	14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o	6	27	176	215.11	5808	3.50803017582431	6	1
14	95103346	95104126	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00636	14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o	6	27	781	215.11	5808	3.50803017582431	6	1
14	95099780	95099935	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	DICER1	ENSG00000100697	1	PF00636	14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o	6	27	156	215.11	5808	3.50803017582431	6	1
14	95095825	95096713	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000556045	DICER1	ENSG00000100697	1	PF00636	14:95095825-95096713 - o | 14:95095825-95096713 - o | 14:95095825-95096713 - o | 14:95095825-95096713 - o | 14:95095825-95096713 - o	5	27	889	215.11	5808	3.50803017582431	6	0.833333333333333
14	95093888	95094156	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000556045	DICER1	ENSG00000100697	1	PF00636	14:95093888-95094156 - o | 14:95093888-95094156 - o | 14:95093888-95094156 - o | 14:95093888-95094156 - o | 14:95093888-95094156 - o	5	27	269	215.11	5808	3.50803017582431	6	0.833333333333333
14	95091203	95091365	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495	DICER1	ENSG00000100697	1	PF00636	14:95091203-95091365 - o | 14:95091203-95091365 - o | 14:95091203-95091365 - o | 14:95091203-95091365 - o	4	27	163	215.11	5808	3.50803017582431	6	0.666666666666667
14	95091034	95091109	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495	DICER1	ENSG00000100697	0	NA	14:95091034-95091109 - o | 14:95091034-95091109 - o | 14:95091034-95091109 - o | 14:95091034-95091109 - o	4	27	76	215.11	5808	3.50803017582431	6	0.666666666666667
14	95090501	95090663	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495	DICER1	ENSG00000100697	0	NA	14:95090501-95090663 - o | 14:95090501-95090663 - o | 14:95090501-95090663 - o | 14:95090501-95090663 - o	4	27	163	215.11	5808	3.50803017582431	6	0.666666666666667
14	95092653	95092694	ENST00000556045	DICER1	ENSG00000100697	0	NA	14:95092653-95092694	1	27	42	215.11	5808	3.50803017582431	6	0.166666666666667
2	25313913	25313984	ENST00000264709 | ENST00000321117	DNMT3A	ENSG00000119772	0	NA	2:25313913-25313984 - o | 2:25313913-25313984 - o	2	24	72	117	2808	1.69603111806382	4	0.5
2	25300139	25300243	ENST00000264709 | ENST00000321117	DNMT3A	ENSG00000119772	0	NA	2:25300139-25300243 - o | 2:25300139-25300243 - o	2	24	105	117	2808	1.69603111806382	4	0.5
2	25282441	25282711	ENST00000264709 | ENST00000321117	DNMT3A	ENSG00000119772	0	NA	2:25282441-25282711 - o | 2:25282441-25282711 - o	2	24	271	117	2808	1.69603111806382	4	0.5
2	25275500	25275543	ENST00000264709 | ENST00000321117	DNMT3A	ENSG00000119772	0	NA	2:25275500-25275543 - o | 2:25275500-25275543 - o	2	24	44	117	2808	1.69603111806382	4	0.5
2	25274941	25275087	ENST00000264709 | ENST00000321117	DNMT3A	ENSG00000119772	0	NA	2:25274941-25275087 - o | 2:25274941-25275087 - o	2	24	147	117	2808	1.69603111806382	4	0.5
2	25248037	25248252	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25248037-25248252 - o | 2:25248037-25248252 - o | 2:25248037-25248222 - s4 | 2:25248037-25248252 - o	4	24	216	117	2808	1.69603111806382	4	1
2	25247591	25247749	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	1	PF00855	2:25247591-25247749 - o | 2:25247591-25247749 - o | 2:25247591-25247749 - o | 2:25247591-25247749 - o	4	24	159	117	2808	1.69603111806382	4	1
2	25247051	25247158	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	1	PF00855	2:25247051-25247158 - o | 2:25247051-25247158 - o | 2:25247051-25247158 - o | 2:25247051-25247158 - o	4	24	108	117	2808	1.69603111806382	4	1
2	25246620	25246776	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25246620-25246776 - o | 2:25246620-25246776 - o | 2:25246620-25246776 - o | 2:25246620-25246776 - o	4	24	157	117	2808	1.69603111806382	4	1
2	25246160	25246309	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25246160-25246309 - o | 2:25246160-25246309 - o | 2:25246160-25246309 - o | 2:25246160-25246309 - o	4	24	150	117	2808	1.69603111806382	4	1
2	25246020	25246064	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25246020-25246064 - o | 2:25246020-25246064 - o | 2:25246020-25246064 - o | 2:25246020-25246064 - o	4	24	45	117	2808	1.69603111806382	4	1
2	25245253	25245332	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25245253-25245332 - o | 2:25245253-25245332 - o | 2:25245253-25245332 - o | 2:25245253-25245332 - o	4	24	80	117	2808	1.69603111806382	4	1
2	25244540	25244652	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25244540-25244652 - o | 2:25244540-25244652 - o | 2:25244540-25244652 - o | 2:25244540-25244652 - o	4	24	113	117	2808	1.69603111806382	4	1
2	25244155	25244338	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25244155-25244338 - o | 2:25244155-25244338 - o | 2:25244155-25244338 - o | 2:25244155-25244338 - o	4	24	184	117	2808	1.69603111806382	4	1
2	25243898	25243982	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	1	PF00145	2:25243898-25243982 - o | 2:25243898-25243982 - o | 2:25243898-25243982 - o | 2:25243898-25243982 - o	4	24	85	117	2808	1.69603111806382	4	1
2	25241562	25241707	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	1	PF00145	2:25241562-25241707 - o | 2:25241562-25241707 - o | 2:25241562-25241707 - o | 2:25241562-25241707 - o	4	24	146	117	2808	1.69603111806382	4	1
2	25240640	25240730	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	1	PF00145	2:25240640-25240730 - o | 2:25240640-25240730 - o | 2:25240640-25240730 - o | 2:25240640-25240730 - o	4	24	91	117	2808	1.69603111806382	4	1
2	25240302	25240450	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	1	PF00145	2:25240302-25240450 - o | 2:25240302-25240450 - o | 2:25240302-25240450 - o | 2:25240302-25240450 - o	4	24	149	117	2808	1.69603111806382	4	1
2	25239130	25239215	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25239130-25239215 - o | 2:25239130-25239215 - o | 2:25239130-25239215 - o | 2:25239130-25239215 - o	4	24	86	117	2808	1.69603111806382	4	1
2	25236936	25237005	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25236936-25237005 - o | 2:25236936-25237005 - o | 2:25236936-25237005 - o | 2:25236936-25237005 - o	4	24	70	117	2808	1.69603111806382	4	1
2	25235707	25235825	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25235707-25235825 - o | 2:25235707-25235825 - o | 2:25235707-25235825 - o | 2:25235707-25235825 - o	4	24	119	117	2808	1.69603111806382	4	1
2	25234282	25234420	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25234282-25234420 - o | 2:25234282-25234420 - o | 2:25234282-25234420 - o | 2:25234282-25234420 - o	4	24	139	117	2808	1.69603111806382	4	1
2	25252194	25252197	ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25252194-25252197	1	24	4	117	2808	1.69603111806382	4	0.25
2	25249657	25249724	ENST00000380746	DNMT3A	ENSG00000119772	0	NA	2:25249657-25249724	1	24	68	117	2808	1.69603111806382	4	0.25
19	45423270	45423374	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	NA|PF03834	19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o | 19:45423270-45423374 - o	5	10	105	96.7	967	0.584067696284798	6	0.833333333333333
19	45421178	45421393	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192	ERCC1	ENSG00000012061	1	PF03834	19:45421178-45421393 - o | 19:45421178-45421393 - o | 19:45421178-45421393 - o | 19:45421178-45421393 - o	4	10	216	96.7	967	0.584067696284798	6	0.666666666666667
19	45420324	45420427	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698 | ENST00000587888	ERCC1	ENSG00000012061	1	PF03834	19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420427 - o | 19:45420324-45420382 - s4	6	10	104	96.7	967	0.584067696284798	6	1
19	45419098	45419197	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	PF03834	19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o | 19:45419098-45419197 - o	5	10	100	96.7	967	0.584067696284798	6	0.833333333333333
19	45416821	45416897	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	PF03834	19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o | 19:45416821-45416897 - o	5	10	77	96.7	967	0.584067696284798	6	0.833333333333333
19	45414861	45414960	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	1	PF03834	19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o | 19:45414861-45414960 - o	5	10	100	96.7	967	0.584067696284798	6	0.833333333333333
19	45413963	45414034	ENST00000300853 | ENST00000589165 | ENST00000013807 | ENST00000423698	ERCC1	ENSG00000012061	1	PF14520	19:45413963-45414034 - o | 19:45413963-45414034 - o | 19:45413963-45414034 - o | 19:45413963-45414034 - o	4	10	72	96.7	967	0.584067696284798	6	0.666666666666667
19	45413677	45413745	ENST00000300853 | ENST00000589165 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	2	PF14520|PF00633	19:45413677-45413745 - o | 19:45413677-45413745 - o | 19:45413677-45413745 - o | 19:45413677-45413745 - o	4	10	69	96.7	967	0.584067696284798	6	0.666666666666667
19	45409678	45409725	ENST00000300853 | ENST00000589165 | ENST00000340192 | ENST00000423698	ERCC1	ENSG00000012061	2	PF14520|PF00633	19:45409678-45409725 - o | 19:45409678-45409725 - o | 19:45409678-45409725 - o | 19:45409678-45409725 - o	4	10	48	96.7	967	0.584067696284798	6	0.666666666666667
19	45419414	45419489	ENST00000587888	ERCC1	ENSG00000012061	0	NA	19:45419414-45419489	1	10	76	96.7	967	0.584067696284798	6	0.166666666666667
6	151807913	151808364	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	1	PF02159	6:151807913-151808364 - o | 6:151807913-151808364 - o | 6:151807913-151808364 - o | 6:151807913-151808364 - o	4	8	452	223.12	1785	1.07813943936749	4	1
6	151842597	151842787	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	2	PF00105|PF02159	6:151842597-151842787 - o | 6:151842597-151842787 - o | 6:151842597-151842787 - o | 6:151842597-151842787 - o	4	8	191	223.12	1785	1.07813943936749	4	1
6	151880655	151880771	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	1	PF00105	6:151880655-151880771 - o | 6:151880655-151880771 - o | 6:151880655-151880771 - o | 6:151880655-151880771 - o	4	8	117	223.12	1785	1.07813943936749	4	1
6	151944173	151944508	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	1	PF00104	6:151944173-151944508 - o | 6:151944173-151944508 - o | 6:151944173-151944508 - o | 6:151944173-151944508 - o	4	8	336	223.12	1785	1.07813943936749	4	1
6	152011656	152011794	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	1	PF00104	6:152011656-152011794 - o | 6:152011656-152011794 - o | 6:152011656-152011794 - o | 6:152011656-152011794 - o	4	8	139	223.12	1785	1.07813943936749	4	1
6	152060991	152061124	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	1	PF00104	6:152060991-152061124 - o | 6:152060991-152061124 - o | 6:152060991-152061124 - o | 6:152060991-152061124 - o	4	8	134	223.12	1785	1.07813943936749	4	1
6	152094385	152094568	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	1	PF00104	6:152094385-152094568 - o | 6:152094385-152094568 - o | 6:152094385-152094568 - o | 6:152094385-152094568 - o	4	8	184	223.12	1785	1.07813943936749	4	1
6	152098732	152098963	ENST00000206249 | ENST00000338799 | ENST00000440973 | ENST00000443427	ESR1	ENSG00000091831	2	PF00104|PF12743	6:152098732-152098963 - o | 6:152098732-152098963 - o | 6:152098732-152098963 - o | 6:152098732-152098963 - o	4	8	232	223.12	1785	1.07813943936749	4	1
14	45136032	45136539	ENST00000267430	FANCM	ENSG00000187790	1	PF04851	14:45136032-45136539 - o	1	24	508	260.38	6249	3.7743940373151	3	0.333333333333333
14	45137069	45137241	ENST00000267430	FANCM	ENSG00000187790	1	PF04851	14:45137069-45137241 - o	1	24	173	260.38	6249	3.7743940373151	3	0.333333333333333
14	45140632	45140709	ENST00000267430	FANCM	ENSG00000187790	1	PF04851	14:45140632-45140709 - o	1	24	78	260.38	6249	3.7743940373151	3	0.333333333333333
14	45148837	45148995	ENST00000267430	FANCM	ENSG00000187790	0	NA	14:45148837-45148995 - o	1	24	159	260.38	6249	3.7743940373151	3	0.333333333333333
14	45151397	45151528	ENST00000267430	FANCM	ENSG00000187790	0	NA	14:45151397-45151528 - o	1	24	132	260.38	6249	3.7743940373151	3	0.333333333333333
14	45153920	45154052	ENST00000267430	FANCM	ENSG00000187790	0	NA	14:45153920-45154052 - o	1	24	133	260.38	6249	3.7743940373151	3	0.333333333333333
14	45154697	45154822	ENST00000267430	FANCM	ENSG00000187790	0	NA	14:45154697-45154822 - o	1	24	126	260.38	6249	3.7743940373151	3	0.333333333333333
14	45155373	45155459	ENST00000267430	FANCM	ENSG00000187790	0	NA	14:45155373-45155459 - o	1	24	87	260.38	6249	3.7743940373151	3	0.333333333333333
14	45159096	45159280	ENST00000267430	FANCM	ENSG00000187790	1	PF00271	14:45159096-45159280 - o	1	24	185	260.38	6249	3.7743940373151	3	0.333333333333333
14	45164359	45164565	ENST00000267430	FANCM	ENSG00000187790	1	PF00271	14:45164359-45164565 - o	1	24	207	260.38	6249	3.7743940373151	3	0.333333333333333
14	45166950	45167163	ENST00000267430	FANCM	ENSG00000187790	0	NA	14:45166950-45167163 - o	1	24	214	260.38	6249	3.7743940373151	3	0.333333333333333
14	45170589	45170746	ENST00000267430	FANCM	ENSG00000187790	1	PF16783	14:45170589-45170746 - o	1	24	158	260.38	6249	3.7743940373151	3	0.333333333333333
14	45173055	45173210	ENST00000267430	FANCM	ENSG00000187790	1	PF16783	14:45173055-45173210 - o	1	24	156	260.38	6249	3.7743940373151	3	0.333333333333333
14	45175071	45176976	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	1	PF16783	14:45175071-45176976 - o | 14:45175958-45176976 - s4	2	24	1906	260.38	6249	3.7743940373151	3	0.666666666666667
14	45181430	45181524	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45181430-45181524 - o | 14:45181430-45181524 - o	2	24	95	260.38	6249	3.7743940373151	3	0.666666666666667
14	45181637	45181705	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45181637-45181705 - o | 14:45181637-45181705 - o	2	24	69	260.38	6249	3.7743940373151	3	0.666666666666667
14	45183774	45183902	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45183774-45183902 - o | 14:45183774-45183902 - o	2	24	129	260.38	6249	3.7743940373151	3	0.666666666666667
14	45185217	45185373	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45185217-45185373 - o | 14:45185217-45185373 - o	2	24	157	260.38	6249	3.7743940373151	3	0.666666666666667
14	45187781	45187887	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45187781-45187887 - o | 14:45187781-45187887 - o	2	24	107	260.38	6249	3.7743940373151	3	0.666666666666667
14	45188802	45189362	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45188802-45189362 - o | 14:45188802-45189362 - o	2	24	561	260.38	6249	3.7743940373151	3	0.666666666666667
14	45196172	45196547	ENST00000267430 | ENST00000554809 | ENST00000557110	FANCM	ENSG00000187790	1	PF02732	14:45196172-45196547 - o | 14:45196172-45196547 - o | 14:45196172-45196547 - o	3	24	376	260.38	6249	3.7743940373151	3	1
14	45198644	45198935	ENST00000267430 | ENST00000554809 | ENST00000557110	FANCM	ENSG00000187790	1	PF02732	14:45198644-45198935 - o | 14:45198644-45198935 - o | 14:45198732-45198760 - s4	3	24	292	260.38	6249	3.7743940373151	3	1
14	45199870	45200005	ENST00000267430 | ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45199870-45200005 - o | 14:45199870-45200005 - o	2	24	136	260.38	6249	3.7743940373151	3	0.666666666666667
14	45195481	45195585	ENST00000554809	FANCM	ENSG00000187790	0	NA	14:45195481-45195585	1	24	105	260.38	6249	3.7743940373151	3	0.333333333333333
10	121593709	121593817	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048 | ENST00000613324	FGFR2	ENSG00000066468	0	NA	10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593817 - o | 10:121593709-121593764 - s4	7	20	109	133.55	2671	1.61328316109276	8	0.875
10	121565438	121565704	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613324	FGFR2	ENSG00000066468	1	NA|PF13927	10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o | 10:121565438-121565704 - o	6	20	267	133.55	2671	1.61328316109276	8	0.75
10	121564502	121564579	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	FGFR2	ENSG00000066468	0	NA	10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o | 10:121564502-121564579 - o	6	20	78	133.55	2671	1.61328316109276	8	0.75
10	121551290	121551459	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	FGFR2	ENSG00000066468	1	PF07679	10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o | 10:121551290-121551459 - o	6	20	170	133.55	2671	1.61328316109276	8	0.75
10	121538592	121538715	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000369061 | ENST00000613048	FGFR2	ENSG00000066468	1	PF07679	10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o | 10:121538592-121538715 - o	6	20	124	133.55	2671	1.61328316109276	8	0.75
10	121519979	121520169	ENST00000351936 | ENST00000346997 | ENST00000358487 | ENST00000457416 | ENST00000613048	FGFR2	ENSG00000066468	1	PF07679	10:121519979-121520169 - o | 10:121519979-121520169 - o | 10:121519979-121520169 - o | 10:121519979-121520169 - o | 10:121519979-121520169 - o	5	20	191	133.55	2671	1.61328316109276	8	0.625
10	121517467	121517472	ENST00000351936	FGFR2	ENSG00000066468	1	PF07679	10:121517467-121517472 - o	1	20	6	133.55	2671	1.61328316109276	8	0.125
