chr	start	stop	transcript_id	info	transcript_num	gene_id	gene_name	total_exons	exon_size	total_space	avg_exon_size	total_nucleotides	proportion_total
14	95130058	95130192	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o | 14:95130058-95130192 - o	6	ENSG00000100697	DICER1	27	135	5808	215.11	5808	3.066266841
14	95129472	95129632	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o | 14:95129472-95129632 - o	6	ENSG00000100697	DICER1	27	161	5808	215.11	5808	3.066266841
14	95126580	95126748	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o | 14:95126580-95126748 - o	6	ENSG00000100697	DICER1	27	169	5808	215.11	5808	3.066266841
14	95124196	95124668	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o | 14:95124196-95124668 - o	6	ENSG00000100697	DICER1	27	473	5808	215.11	5808	3.066266841
14	95117622	95117754	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o | 14:95117622-95117754 - o	6	ENSG00000100697	DICER1	27	133	5808	215.11	5808	3.066266841
14	95116453	95116695	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o | 14:95116453-95116695 - o	6	ENSG00000100697	DICER1	27	243	5808	215.11	5808	3.066266841
14	95115667	95115821	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o | 14:95115667-95115821 - o	6	ENSG00000100697	DICER1	27	155	5808	215.11	5808	3.066266841
14	95113092	95113224	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o | 14:95113092-95113224 - o	6	ENSG00000100697	DICER1	27	133	5808	215.11	5808	3.066266841
14	95112172	95112247	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o | 14:95112172-95112247 - o	6	ENSG00000100697	DICER1	27	76	5808	215.11	5808	3.066266841
14	95111317	95111456	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o | 14:95111317-95111456 - o	6	ENSG00000100697	DICER1	27	140	5808	215.11	5808	3.066266841
14	95108324	95108503	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o | 14:95108324-95108503 - o	6	ENSG00000100697	DICER1	27	180	5808	215.11	5808	3.066266841
14	95107880	95108093	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o | 14:95107880-95108093 - o	6	ENSG00000100697	DICER1	27	214	5808	215.11	5808	3.066266841
14	95107608	95107761	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o | 14:95107608-95107761 - o	6	ENSG00000100697	DICER1	27	154	5808	215.11	5808	3.066266841
14	95106041	95106223	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o | 14:95106041-95106223 - o	6	ENSG00000100697	DICER1	27	183	5808	215.11	5808	3.066266841
14	95105678	95105783	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o | 14:95105678-95105783 - o	6	ENSG00000100697	DICER1	27	106	5808	215.11	5808	3.066266841
14	95105071	95105246	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o | 14:95105071-95105246 - o	6	ENSG00000100697	DICER1	27	176	5808	215.11	5808	3.066266841
14	95103346	95104126	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o | 14:95103346-95104126 - o	6	ENSG00000100697	DICER1	27	781	5808	215.11	5808	3.066266841
14	95099780	95099935	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000532939 | ENST00000556045	14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o | 14:95099780-95099935 - o	6	ENSG00000100697	DICER1	27	156	5808	215.11	5808	3.066266841
14	95095825	95096713	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000556045	14:95095825-95096713 - o | 14:95095825-95096713 - o | 14:95095825-95096713 - o | 14:95095825-95096713 - o | 14:95095825-95096713 - o	5	ENSG00000100697	DICER1	27	889	5808	215.11	5808	3.066266841
14	95093888	95094156	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495 | ENST00000556045	14:95093888-95094156 - o | 14:95093888-95094156 - o | 14:95093888-95094156 - o | 14:95093888-95094156 - o | 14:95093888-95094156 - o	5	ENSG00000100697	DICER1	27	269	5808	215.11	5808	3.066266841
14	95091203	95091365	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495	14:95091203-95091365 - o | 14:95091203-95091365 - o | 14:95091203-95091365 - o | 14:95091203-95091365 - o	4	ENSG00000100697	DICER1	27	163	5808	215.11	5808	3.066266841
14	95091034	95091109	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495	14:95091034-95091109 - o | 14:95091034-95091109 - o | 14:95091034-95091109 - o | 14:95091034-95091109 - o	4	ENSG00000100697	DICER1	27	76	5808	215.11	5808	3.066266841
14	95090501	95090663	ENST00000527414 | ENST00000343455 | ENST00000393063 | ENST00000526495	14:95090501-95090663 - o | 14:95090501-95090663 - o | 14:95090501-95090663 - o | 14:95090501-95090663 - o	4	ENSG00000100697	DICER1	27	163	5808	215.11	5808	3.066266841
14	95092653	95092694	ENST00000556045	14:95092653-95092694	1	ENSG00000100697	DICER1	27	42	5808	215.11	5808	3.066266841
11	119206418	119206612	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119206418-119206612 - o | 11:119206418-119206612 - o | 11:119206418-119206612 - o	3	ENSG00000110395	CBL	17	195	2646	155.65	2646	1.396925286
11	119232448	119232695	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119232448-119232695 - o | 11:119232448-119232695 - o | 11:119232448-119232695 - o	3	ENSG00000110395	CBL	17	248	2646	155.65	2646	1.396925286
11	119271735	119271881	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119271735-119271881 - o | 11:119271735-119271881 - o | 11:119271735-119271881 - o	3	ENSG00000110395	CBL	17	147	2646	155.65	2646	1.396925286
11	119273868	119274024	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119273868-119274024 - o | 11:119273868-119274024 - o | 11:119273868-119274024 - o	3	ENSG00000110395	CBL	17	157	2646	155.65	2646	1.396925286
11	119274832	119274953	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119274832-119274953 - o | 11:119274832-119274953 - o | 11:119274832-119274953 - o	3	ENSG00000110395	CBL	17	122	2646	155.65	2646	1.396925286
11	119275997	119276134	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119275997-119276134 - o | 11:119275997-119276134 - o | 11:119275997-119276134 - o	3	ENSG00000110395	CBL	17	138	2646	155.65	2646	1.396925286
11	119277757	119277844	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119277757-119277844 - o | 11:119277757-119277844 - o | 11:119277757-119277844 - o	3	ENSG00000110395	CBL	17	88	2646	155.65	2646	1.396925286
11	119278166	119278297	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119278166-119278297 - o | 11:119278166-119278297 - o | 11:119278166-119278297 - o	3	ENSG00000110395	CBL	17	132	2646	155.65	2646	1.396925286
11	119278510	119278713	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119278510-119278713 - o | 11:119278510-119278713 - o | 11:119278510-119278713 - o	3	ENSG00000110395	CBL	17	204	2646	155.65	2646	1.396925286
11	119284969	119285100	ENST00000634586 | ENST00000264033	11:119284969-119285100 - o | 11:119284969-119285100 - o	2	ENSG00000110395	CBL	17	132	2646	155.65	2646	1.396925286
11	119285189	119285566	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119285189-119285566 - o | 11:119285189-119285566 - o | 11:119285189-119285566 - o	3	ENSG00000110395	CBL	17	378	2646	155.65	2646	1.396925286
11	119287852	119287946	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119287852-119287946 - o | 11:119287852-119287946 - o | 11:119287852-119287946 - o	3	ENSG00000110395	CBL	17	95	2646	155.65	2646	1.396925286
11	119296918	119297034	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119296918-119297034 - o | 11:119296918-119297034 - o | 11:119296918-119297034 - o	3	ENSG00000110395	CBL	17	117	2646	155.65	2646	1.396925286
11	119297384	119297481	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119297384-119297481 - o | 11:119297384-119297481 - o | 11:119297384-119297481 - o	3	ENSG00000110395	CBL	17	98	2646	155.65	2646	1.396925286
11	119298358	119298540	ENST00000634586 | ENST00000634840 | ENST00000264033	11:119298358-119298540 - o | 11:119298358-119298540 - o | 11:119298358-119298540 - o	3	ENSG00000110395	CBL	17	183	2646	155.65	2646	1.396925286
11	119299495	119299635	ENST00000634586	11:119299495-119299635 - o	1	ENSG00000110395	CBL	17	141	2646	155.65	2646	1.396925286
11	119306288	119306358	ENST00000634586	11:119306288-119306358 - o	1	ENSG00000110395	CBL	17	71	2646	155.65	2646	1.396925286
2	39120336	39120422	ENST00000395038	2:39120336-39120422 - o	1	ENSG00000115904	SOS1	22	87	3954	179.73	3954	2.087468852
2	39067628	39067753	ENST00000395038	2:39067628-39067753 - o	1	ENSG00000115904	SOS1	22	126	3954	179.73	3954	2.087468852
2	39058673	39058804	ENST00000395038	2:39058673-39058804 - o	1	ENSG00000115904	SOS1	22	132	3954	179.73	3954	2.087468852
2	39056702	39056866	ENST00000395038	2:39056702-39056866 - o	1	ENSG00000115904	SOS1	22	165	3954	179.73	3954	2.087468852
2	39054614	39054823	ENST00000395038	2:39054614-39054823 - o	1	ENSG00000115904	SOS1	22	210	3954	179.73	3954	2.087468852
2	39051144	39051287	ENST00000395038	2:39051144-39051287 - o	1	ENSG00000115904	SOS1	22	144	3954	179.73	3954	2.087468852
2	39035390	39035500	ENST00000395038	2:39035390-39035500 - o	1	ENSG00000115904	SOS1	22	111	3954	179.73	3954	2.087468852
2	39035212	39035310	ENST00000395038	2:39035212-39035310 - o	1	ENSG00000115904	SOS1	22	99	3954	179.73	3954	2.087468852
2	39024010	39024137	ENST00000395038	2:39024010-39024137 - o	1	ENSG00000115904	SOS1	22	128	3954	179.73	3954	2.087468852
2	39022570	39023225	ENST00000395038	2:39022570-39023225 - o	1	ENSG00000115904	SOS1	22	656	3954	179.73	3954	2.087468852
2	39014765	39014846	ENST00000395038	2:39014765-39014846 - o	1	ENSG00000115904	SOS1	22	82	3954	179.73	3954	2.087468852
2	39013867	39013989	ENST00000395038	2:39013867-39013989 - o	1	ENSG00000115904	SOS1	22	123	3954	179.73	3954	2.087468852
2	39013460	39013563	ENST00000395038	2:39013460-39013563 - o	1	ENSG00000115904	SOS1	22	104	3954	179.73	3954	2.087468852
2	39012126	39012348	ENST00000395038	2:39012126-39012348 - o	1	ENSG00000115904	SOS1	22	223	3954	179.73	3954	2.087468852
2	39010584	39010703	ENST00000395038	2:39010584-39010703 - o	1	ENSG00000115904	SOS1	22	120	3954	179.73	3954	2.087468852
2	39007031	39007193	ENST00000395038	2:39007031-39007193 - o	1	ENSG00000115904	SOS1	22	163	3954	179.73	3954	2.087468852
2	39006412	39006529	ENST00000395038	2:39006412-39006529 - o	1	ENSG00000115904	SOS1	22	118	3954	179.73	3954	2.087468852
2	38997253	38997425	ENST00000395038	2:38997253-38997425 - o	1	ENSG00000115904	SOS1	22	173	3954	179.73	3954	2.087468852
2	38996922	38997038	ENST00000395038	2:38996922-38997038 - o	1	ENSG00000115904	SOS1	22	117	3954	179.73	3954	2.087468852
2	38995123	38995387	ENST00000395038	2:38995123-38995387 - o	1	ENSG00000115904	SOS1	22	265	3954	179.73	3954	2.087468852
2	38987473	38987591	ENST00000395038	2:38987473-38987591 - o	1	ENSG00000115904	SOS1	22	119	3954	179.73	3954	2.087468852
2	38985827	38986315	ENST00000395038	2:38985827-38986315 - o	1	ENSG00000115904	SOS1	22	489	3954	179.73	3954	2.087468852
1	243843125	243843170	ENST00000263826	1:243843125-243843170 - o	1	ENSG00000117020	AKT3	13	46	1437	110.54	1437	0.758647633
1	243695591	243695716	ENST00000263826	1:243695591-243695716 - o	1	ENSG00000117020	AKT3	13	126	1437	110.54	1437	0.758647633
1	243664772	243664883	ENST00000263826	1:243664772-243664883 - o	1	ENSG00000117020	AKT3	13	112	1437	110.54	1437	0.758647633
1	243645893	243646037	ENST00000263826	1:243645893-243646037 - o	1	ENSG00000117020	AKT3	13	145	1437	110.54	1437	0.758647633
1	243637611	243637742	ENST00000263826	1:243637611-243637742 - o	1	ENSG00000117020	AKT3	13	132	1437	110.54	1437	0.758647633
1	243615096	243615161	ENST00000263826	1:243615096-243615161 - o	1	ENSG00000117020	AKT3	13	66	1437	110.54	1437	0.758647633
1	243613671	243613739	ENST00000263826	1:243613671-243613739 - o	1	ENSG00000117020	AKT3	13	69	1437	110.54	1437	0.758647633
1	243572926	243573048	ENST00000263826	1:243572926-243573048 - o	1	ENSG00000117020	AKT3	13	123	1437	110.54	1437	0.758647633
1	243563720	243563848	ENST00000263826	1:243563720-243563848 - o	1	ENSG00000117020	AKT3	13	129	1437	110.54	1437	0.758647633
1	243552729	243552943	ENST00000263826	1:243552729-243552943 - o	1	ENSG00000117020	AKT3	13	215	1437	110.54	1437	0.758647633
1	243545510	243545597	ENST00000263826	1:243545510-243545597 - o	1	ENSG00000117020	AKT3	13	88	1437	110.54	1437	0.758647633
1	243512324	243512426	ENST00000263826	1:243512324-243512426 - o	1	ENSG00000117020	AKT3	13	103	1437	110.54	1437	0.758647633
1	243505252	243505334	ENST00000263826	1:243505252-243505334 - o	1	ENSG00000117020	AKT3	13	83	1437	110.54	1437	0.758647633
19	1206914	1207203	ENST00000586243 | ENST00000326873	19:1206914-1207203 - o | 19:1206914-1207203 - o	2	ENSG00000118046	STK11	9	290	1299	144.33	1299	0.685792119
19	1218417	1218500	ENST00000586243 | ENST00000326873	19:1218417-1218500 - o | 19:1218417-1218500 - o	2	ENSG00000118046	STK11	9	84	1299	144.33	1299	0.685792119
19	1219324	1219413	ENST00000586243 | ENST00000326873	19:1219324-1219413 - o | 19:1219324-1219413 - o	2	ENSG00000118046	STK11	9	90	1299	144.33	1299	0.685792119
19	1220373	1220505	ENST00000586243 | ENST00000326873	19:1220373-1220505 - o | 19:1220373-1220505 - o	2	ENSG00000118046	STK11	9	133	1299	144.33	1299	0.685792119
19	1220581	1220717	ENST00000586243 | ENST00000326873	19:1220581-1220717 - o | 19:1220581-1220717 - o	2	ENSG00000118046	STK11	9	137	1299	144.33	1299	0.685792119
19	1221213	1221340	ENST00000586243 | ENST00000326873	19:1221213-1221340 - o | 19:1221213-1221340 - o	2	ENSG00000118046	STK11	9	128	1299	144.33	1299	0.685792119
19	1221949	1222006	ENST00000586243 | ENST00000326873	19:1221949-1222006 - o | 19:1221949-1222006 - o	2	ENSG00000118046	STK11	9	58	1299	144.33	1299	0.685792119
19	1222985	1223172	ENST00000586243 | ENST00000326873	19:1222985-1223172 - o | 19:1222985-1223172 - o	2	ENSG00000118046	STK11	9	188	1299	144.33	1299	0.685792119
19	1226454	1226644	ENST00000586243 | ENST00000326873	19:1226454-1226644 - s0	2	ENSG00000118046	STK11	9	191	1299	144.33	1299	0.685792119
11	116837345	116837387	ENST00000375320 | ENST00000375323 | ENST00000359492 | ENST00000236850	11:116837345-116837387 - o | 11:116837345-116837387 - o | 11:116837345-116837387 - o | 11:116837345-116837387 - o	4	ENSG00000118137	APOA1	3	43	801	267	801	0.422878743
11	116837001	116837157	ENST00000375320 | ENST00000375323 | ENST00000359492 | ENST00000236850	11:116837001-116837157 - o | 11:116837001-116837157 - o | 11:116837001-116837157 - o | 11:116837001-116837157 - o	4	ENSG00000118137	APOA1	3	157	801	267	801	0.422878743
11	116835811	116836411	ENST00000375320 | ENST00000375323 | ENST00000359492 | ENST00000236850	11:116835811-116836411 - o | 11:116835811-116836411 - o | 11:116835811-116836411 - o | 11:116835811-116836411 - o	4	ENSG00000118137	APOA1	3	601	801	267	801	0.422878743
14	75046376	75049655	ENST00000355774 | ENST00000380968 | ENST00000553713	14:75046376-75049655 - o | 14:75046376-75049655 - o | 14:75046376-75046825 - s4	3	ENSG00000119684	MLH3	12	3280	4359	363.25	4359	2.301283946
14	75042379	75042477	ENST00000355774 | ENST00000380968	14:75042379-75042477 - o | 14:75042379-75042477 - o	2	ENSG00000119684	MLH3	12	99	4359	363.25	4359	2.301283946
14	75041615	75041700	ENST00000355774 | ENST00000380968 | ENST00000553713	14:75041615-75041700 - o | 14:75041615-75041700 - o | 14:75041615-75041700 - o	3	ENSG00000119684	MLH3	12	86	4359	363.25	4359	2.301283946
14	75039911	75040015	ENST00000355774 | ENST00000380968 | ENST00000553713	14:75039911-75040015 - o | 14:75039911-75040015 - o | 14:75039911-75040015 - o	3	ENSG00000119684	MLH3	12	105	4359	363.25	4359	2.301283946
14	75038340	75038412	ENST00000355774 | ENST00000380968 | ENST00000553713	14:75038340-75038412 - o | 14:75038340-75038412 - o | 14:75038340-75038412 - o	3	ENSG00000119684	MLH3	12	73	4359	363.25	4359	2.301283946
14	75033419	75033490	ENST00000355774 | ENST00000553713	14:75033419-75033490 - o | 14:75033419-75033490 - o	2	ENSG00000119684	MLH3	12	72	4359	363.25	4359	2.301283946
14	75032068	75032179	ENST00000355774 | ENST00000380968 | ENST00000553713	14:75032068-75032179 - o | 14:75032068-75032179 - o | 14:75032068-75032179 - o	3	ENSG00000119684	MLH3	12	112	4359	363.25	4359	2.301283946
14	75030543	75030702	ENST00000355774 | ENST00000380968 | ENST00000553713	14:75030543-75030702 - o | 14:75030543-75030702 - o | 14:75030543-75030702 - o	3	ENSG00000119684	MLH3	12	160	4359	363.25	4359	2.301283946
14	75022995	75023018	ENST00000355774 | ENST00000380968 | ENST00000553713 | ENST00000554697	14:75022995-75023018 - o | 14:75022995-75023018 - o | 14:75022995-75023018 - o | 14:75022995-75023018 - o	4	ENSG00000119684	MLH3	12	24	4359	363.25	4359	2.301283946
14	75022814	75022892	ENST00000355774 | ENST00000380968 | ENST00000553713 | ENST00000554697	14:75022814-75022892 - o | 14:75022814-75022892 - o | 14:75022814-75022892 - o | 14:75022814-75022892 - o	4	ENSG00000119684	MLH3	12	79	4359	363.25	4359	2.301283946
14	75018829	75018980	ENST00000355774 | ENST00000380968 | ENST00000553713 | ENST00000554697	14:75018829-75018980 - o | 14:75018829-75018980 - o | 14:75018829-75018980 - o | 14:75018829-75018980 - o	4	ENSG00000119684	MLH3	12	152	4359	363.25	4359	2.301283946
14	75017085	75017201	ENST00000355774 | ENST00000380968 | ENST00000553713 | ENST00000554697	14:75017085-75017201 - o | 14:75017085-75017201 - o | 14:75017085-75017201 - o | 14:75017085-75017201 - o	4	ENSG00000119684	MLH3	12	117	4359	363.25	4359	2.301283946
2	25313913	25313984	ENST00000264709 | ENST00000321117	2:25313913-25313984 - o | 2:25313913-25313984 - o	2	ENSG00000119772	DNMT3A	24	72	2808	117	2808	1.482451324
2	25300139	25300243	ENST00000264709 | ENST00000321117	2:25300139-25300243 - o | 2:25300139-25300243 - o	2	ENSG00000119772	DNMT3A	24	105	2808	117	2808	1.482451324
2	25282441	25282711	ENST00000264709 | ENST00000321117	2:25282441-25282711 - o | 2:25282441-25282711 - o	2	ENSG00000119772	DNMT3A	24	271	2808	117	2808	1.482451324
2	25275500	25275543	ENST00000264709 | ENST00000321117	2:25275500-25275543 - o | 2:25275500-25275543 - o	2	ENSG00000119772	DNMT3A	24	44	2808	117	2808	1.482451324
2	25274941	25275087	ENST00000264709 | ENST00000321117	2:25274941-25275087 - o | 2:25274941-25275087 - o	2	ENSG00000119772	DNMT3A	24	147	2808	117	2808	1.482451324
2	25248037	25248252	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25248037-25248252 - o | 2:25248037-25248252 - o | 2:25248037-25248222 - s4 | 2:25248037-25248252 - o	4	ENSG00000119772	DNMT3A	24	216	2808	117	2808	1.482451324
2	25247591	25247749	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25247591-25247749 - o | 2:25247591-25247749 - o | 2:25247591-25247749 - o | 2:25247591-25247749 - o	4	ENSG00000119772	DNMT3A	24	159	2808	117	2808	1.482451324
2	25247051	25247158	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25247051-25247158 - o | 2:25247051-25247158 - o | 2:25247051-25247158 - o | 2:25247051-25247158 - o	4	ENSG00000119772	DNMT3A	24	108	2808	117	2808	1.482451324
2	25246620	25246776	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25246620-25246776 - o | 2:25246620-25246776 - o | 2:25246620-25246776 - o | 2:25246620-25246776 - o	4	ENSG00000119772	DNMT3A	24	157	2808	117	2808	1.482451324
2	25246160	25246309	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25246160-25246309 - o | 2:25246160-25246309 - o | 2:25246160-25246309 - o | 2:25246160-25246309 - o	4	ENSG00000119772	DNMT3A	24	150	2808	117	2808	1.482451324
2	25246020	25246064	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25246020-25246064 - o | 2:25246020-25246064 - o | 2:25246020-25246064 - o | 2:25246020-25246064 - o	4	ENSG00000119772	DNMT3A	24	45	2808	117	2808	1.482451324
2	25245253	25245332	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25245253-25245332 - o | 2:25245253-25245332 - o | 2:25245253-25245332 - o | 2:25245253-25245332 - o	4	ENSG00000119772	DNMT3A	24	80	2808	117	2808	1.482451324
2	25244540	25244652	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25244540-25244652 - o | 2:25244540-25244652 - o | 2:25244540-25244652 - o | 2:25244540-25244652 - o	4	ENSG00000119772	DNMT3A	24	113	2808	117	2808	1.482451324
2	25244155	25244338	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25244155-25244338 - o | 2:25244155-25244338 - o | 2:25244155-25244338 - o | 2:25244155-25244338 - o	4	ENSG00000119772	DNMT3A	24	184	2808	117	2808	1.482451324
2	25243898	25243982	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25243898-25243982 - o | 2:25243898-25243982 - o | 2:25243898-25243982 - o | 2:25243898-25243982 - o	4	ENSG00000119772	DNMT3A	24	85	2808	117	2808	1.482451324
2	25241562	25241707	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25241562-25241707 - o | 2:25241562-25241707 - o | 2:25241562-25241707 - o | 2:25241562-25241707 - o	4	ENSG00000119772	DNMT3A	24	146	2808	117	2808	1.482451324
2	25240640	25240730	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25240640-25240730 - o | 2:25240640-25240730 - o | 2:25240640-25240730 - o | 2:25240640-25240730 - o	4	ENSG00000119772	DNMT3A	24	91	2808	117	2808	1.482451324
2	25240302	25240450	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25240302-25240450 - o | 2:25240302-25240450 - o | 2:25240302-25240450 - o | 2:25240302-25240450 - o	4	ENSG00000119772	DNMT3A	24	149	2808	117	2808	1.482451324
2	25239130	25239215	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25239130-25239215 - o | 2:25239130-25239215 - o | 2:25239130-25239215 - o | 2:25239130-25239215 - o	4	ENSG00000119772	DNMT3A	24	86	2808	117	2808	1.482451324
2	25236936	25237005	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25236936-25237005 - o | 2:25236936-25237005 - o | 2:25236936-25237005 - o | 2:25236936-25237005 - o	4	ENSG00000119772	DNMT3A	24	70	2808	117	2808	1.482451324
2	25235707	25235825	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25235707-25235825 - o | 2:25235707-25235825 - o | 2:25235707-25235825 - o | 2:25235707-25235825 - o	4	ENSG00000119772	DNMT3A	24	119	2808	117	2808	1.482451324
2	25234282	25234420	ENST00000264709 | ENST00000321117 | ENST00000402667 | ENST00000380746	2:25234282-25234420 - o | 2:25234282-25234420 - o | 2:25234282-25234420 - o | 2:25234282-25234420 - o	4	ENSG00000119772	DNMT3A	24	139	2808	117	2808	1.482451324
2	25252194	25252197	ENST00000380746	2:25252194-25252197	1	ENSG00000119772	DNMT3A	24	4	2808	117	2808	1.482451324
2	25249657	25249724	ENST00000380746	2:25249657-25249724	1	ENSG00000119772	DNMT3A	24	68	2808	117	2808	1.482451324
X	70907753	70907789	ENST00000374333	X:70907753-70907789 - o	1	ENSG00000120498	TEX11	30	37	2857	95.23	2857	1.508320311
X	70879988	70880109	ENST00000374333 | ENST00000395889 | ENST00000344304	X:70879988-70880109 - o | X:70879988-70880109 - o | X:70879988-70880109 - o	3	ENSG00000120498	TEX11	30	122	2857	95.23	2857	1.508320311
